customer_id,gender,age,payment_method
CUS-27731,Female,70,Cash
CUS-27732,Male,23,Online
CUS-27733,Male,60,Cash
CUS-27734,Female,70,Cash
CUS-27735,Female,23,Card
CUS-27736,Female,55,Cash
CUS-27737,Female,53,Card
CUS-27738,Male,42,Online
CUS-27739,Female,51,Card
CUS-27740,Female,29,Online
CUS-27741,Female,63,Card
CUS-27742,Male,35,Cash
CUS-27743,Female,42,Card
CUS-27744,Female,36,Cash
CUS-27745,Female,26,Cash
CUS-27746,Male,31,Card
CUS-27747,Female,50,Cash
CUS-27748,Female,39,Cash
CUS-27749,Male,42,Online
CUS-27750,Male,64,Cash
CUS-27751,Female,18,Card
CUS-27752,Female,55,Online
CUS-27753,Male,35,Cash
CUS-27754,Female,53,Online
CUS-27755,Male,69,Cash
CUS-27756,Male,30,Online
CUS-27757,Male,38,Online
CUS-27758,Female,23,Online
CUS-27759,Female,30,Online
CUS-27760,Male,61,Online
CUS-27761,Female,48,Card
CUS-27762,Male,46,Card
CUS-27763,Female,31,Online
CUS-27764,Male,18,Online
CUS-27765,Male,37,Online
CUS-27766,Female,55,Card
CUS-27767,Female,18,Online
CUS-27768,Male,23,Card
CUS-27769,Male,24,Card
CUS-27770,Female,27,Card
CUS-27771,Female,24,Card
CUS-27772,Female,43,Card
CUS-27773,Male,25,Online
CUS-27774,Male,68,Card
CUS-27775,Female,35,Cash
CUS-27776,Female,37,Online
CUS-27777,Female,27,Cash
CUS-27778,Female,33,Online
CUS-27779,Male,64,Online
CUS-27780,Male,23,Cash
CUS-27781,Male,30,Card
CUS-27782,Male,41,Online
CUS-27783,Male,61,Cash
CUS-27784,Male,22,Card
CUS-27785,Female,30,Online
CUS-27786,Female,36,Cash
CUS-27787,Male,33,Card
CUS-27788,Female,58,Card
CUS-27789,Female,52,Card
CUS-27790,Female,29,Card
CUS-27791,Male,20,Cash
CUS-27792,Female,38,Online
CUS-27793,Female,31,Online
CUS-27794,Female,58,Online
CUS-27795,Female,47,Cash
CUS-27796,Male,49,Card
CUS-27797,Female,27,Online
CUS-27798,Female,51,Online
CUS-27799,Male,35,Online
CUS-27800,Male,26,Card
CUS-27801,Male,59,Online
CUS-27802,Female,19,Card
CUS-27803,Female,43,Cash
CUS-27804,Male,69,Online
CUS-27805,Male,24,Card
CUS-27806,Female,51,Cash
CUS-27807,Female,46,Cash
CUS-27808,Female,67,Card
CUS-27809,Female,26,Cash
CUS-27810,Male,56,Online
CUS-27811,Female,40,Online
CUS-27812,Female,64,Cash
CUS-27813,Male,37,Card
CUS-27814,Female,19,Cash
CUS-27815,Female,57,Online
CUS-27816,Female,57,Cash
CUS-27817,Male,25,Card
CUS-27818,Male,54,Card
CUS-27819,Female,60,Card
CUS-27820,Female,67,Cash
CUS-27821,Male,20,Cash
CUS-27822,Female,45,Cash
CUS-27823,Female,65,Online
CUS-27824,Male,39,Online
CUS-27825,Male,36,Cash
CUS-27826,Male,63,Cash
CUS-27827,Female,49,Online
CUS-27828,Female,34,Card
CUS-27829,Female,62,Online
CUS-27830,Male,21,Card
CUS-27831,Female,54,Card
CUS-27832,Male,62,Online
CUS-27833,Male,60,Card
CUS-27834,Male,46,Cash
CUS-27835,Female,61,Cash
CUS-27836,Female,56,Card
CUS-27837,Male,44,Card
CUS-27838,Female,26,Card
CUS-27839,Female,37,Cash
CUS-27840,Female,25,Cash
CUS-27841,Female,27,Online
CUS-27842,Female,54,Cash
CUS-27843,Male,19,Card
CUS-27844,Male,22,Cash
CUS-27845,Male,70,Cash
CUS-27846,Male,41,Card
CUS-27847,Female,24,Cash
CUS-27848,Female,46,Cash
CUS-27849,Female,53,Cash
CUS-27850,Male,27,Cash
CUS-27851,Male,32,Card
CUS-27852,Male,30,Card
CUS-27853,Female,27,Cash
CUS-27854,Male,67,Online
CUS-27855,Female,43,Card
CUS-27856,Female,48,Online
CUS-27857,Male,49,Card
CUS-27858,Male,48,Cash
CUS-27859,Female,44,Card
CUS-27860,Female,63,Cash
CUS-27861,Male,40,Cash
CUS-27862,Male,30,Online
CUS-27863,Female,59,Card
CUS-27864,Male,47,Cash
CUS-27865,Female,40,Online
CUS-27866,Female,60,Online
CUS-27867,Male,57,Online
CUS-27868,Male,55,Cash
CUS-27869,Male,65,Card
CUS-27870,Female,23,Card
CUS-27871,Male,26,Card
CUS-27872,Female,48,Online
CUS-27873,Female,52,Card
CUS-27874,Male,30,Online
CUS-27875,Female,42,Card
CUS-27876,Female,58,Card
CUS-27877,Female,33,Cash
CUS-27878,Male,42,Cash
CUS-27879,Male,44,Cash
CUS-27880,Female,53,Card
CUS-27881,Male,36,Card
CUS-27882,Female,67,Card
CUS-27883,Female,36,Online
CUS-27884,Female,45,Online
CUS-27885,Male,21,Online
CUS-27886,Male,64,Card
CUS-27887,Female,50,Card
CUS-27888,Female,58,Online
CUS-27889,Female,25,Card
CUS-27890,Female,59,Card
CUS-27891,Male,69,Card
CUS-27892,Female,25,Card
CUS-27893,Male,48,Cash
CUS-27894,Male,59,Cash
CUS-27895,Male,30,Online
CUS-27896,Male,43,Card
CUS-27897,Female,22,Card
CUS-27898,Female,58,Online
CUS-27899,Male,36,Card
CUS-27900,Female,59,Cash
CUS-27901,Male,54,Cash
CUS-27902,Female,26,Card
CUS-27903,Male,50,Card
CUS-27904,Male,55,Card
CUS-27905,Male,59,Card
CUS-27906,Male,44,Cash
CUS-27907,Male,68,Online
CUS-27908,Female,20,Cash
CUS-27909,Female,45,Online
CUS-27910,Male,57,Card
CUS-27911,Male,38,Card
CUS-27912,Female,52,Online
CUS-27913,Male,56,Online
CUS-27914,Female,69,Cash
CUS-27915,Male,43,Card
CUS-27916,Female,67,Online
CUS-27917,Male,57,Cash
CUS-27918,Male,49,Cash
CUS-27919,Male,63,Online
CUS-27920,Male,28,Online
CUS-27921,Male,53,Card
CUS-27922,Female,61,Online
CUS-27923,Male,63,Cash
CUS-27924,Male,42,Card
CUS-27925,Female,18,Card
CUS-27926,Female,67,Online
CUS-27927,Male,65,Online
CUS-27928,Female,56,Online
CUS-27929,Female,29,Card
CUS-27930,Female,54,Online
CUS-27931,Male,31,Cash
CUS-27932,Female,45,Online
CUS-27933,Male,18,Card
CUS-27934,Female,24,Card
CUS-27935,Male,35,Online
CUS-27936,Female,27,Online
CUS-27937,Female,69,Cash
CUS-27938,Male,29,Cash
CUS-27939,Female,30,Online
CUS-27940,Male,22,Cash
CUS-27941,Female,57,Cash
CUS-27942,Female,43,Online
CUS-27943,Male,60,Card
CUS-27944,Male,21,Online
CUS-27945,Female,37,Cash
CUS-27946,Male,37,Online
CUS-27947,Female,47,Cash
CUS-27948,Female,61,Cash
CUS-27949,Male,53,Cash
CUS-27950,Female,46,Cash
CUS-27951,Female,55,Card
CUS-27952,Female,38,Online
CUS-27953,Female,50,Online
CUS-27954,Male,34,Cash
CUS-27955,Female,33,Cash
CUS-27956,Male,27,Card
CUS-27957,Male,61,Cash
CUS-27958,Male,34,Card
CUS-27959,Female,57,Online
CUS-27960,Female,28,Card
CUS-27961,Female,45,Cash
CUS-27962,Female,23,Card
CUS-27963,Male,36,Online
CUS-27964,Male,21,Online
CUS-27965,Female,56,Cash
CUS-27966,Female,43,Cash
CUS-27967,Female,53,Card
CUS-27968,Female,35,Online
CUS-27969,Female,20,Cash
CUS-27970,Female,47,Cash
CUS-27971,Male,29,Online
CUS-27972,Male,46,Online
CUS-27973,Male,57,Cash
CUS-27974,Male,50,Cash
CUS-27975,Male,35,Cash
CUS-27976,Male,69,Card
CUS-27977,Male,58,Cash
CUS-27978,Male,61,Online
CUS-27979,Female,20,Online
CUS-27980,Male,41,Cash
CUS-27981,Female,20,Card
CUS-27982,Female,35,Cash
CUS-27983,Female,23,Cash
CUS-27984,Female,52,Cash
CUS-27985,Female,23,Cash
CUS-27986,Male,61,Card
CUS-27987,Female,26,Online
CUS-27988,Female,24,Cash
CUS-27989,Male,32,Online
CUS-27990,Male,40,Online
CUS-27991,Female,32,Cash
CUS-27992,Female,25,Online
CUS-27993,Male,20,Card
CUS-27994,Female,24,Card
CUS-27995,Female,52,Cash
CUS-27996,Male,30,Card
CUS-27997,Male,56,Online
CUS-27998,Female,56,Cash
CUS-27999,Male,32,Cash
CUS-28000,Female,21,Cash
CUS-28001,Female,41,Online
CUS-28002,Male,34,Cash
CUS-28003,Female,18,Cash
CUS-28004,Male,45,Cash
CUS-28005,Female,41,Card
CUS-28006,Male,55,Cash
CUS-28007,Male,57,Card
CUS-28008,Male,57,Cash
CUS-28009,Male,36,Card
CUS-28010,Female,41,Card
CUS-28011,Female,62,Card
CUS-28012,Female,63,Card
CUS-28013,Female,52,Card
CUS-28014,Female,66,Cash
CUS-28015,Female,45,Card
CUS-28016,Male,18,Cash
CUS-28017,Female,40,Cash
CUS-28018,Female,51,Card
CUS-28019,Female,31,Cash
CUS-28020,Female,36,Cash
CUS-28021,Female,26,Cash
CUS-28022,Male,35,Cash
CUS-28023,Male,33,Cash
CUS-28024,Male,70,Online
CUS-28025,Female,47,Card
CUS-28026,Female,49,Card
CUS-28027,Female,67,Cash
CUS-28028,Female,26,Online
CUS-28029,Female,54,Card
CUS-28030,Male,70,Card
CUS-28031,Female,54,Card
CUS-28032,Female,47,Card
CUS-28033,Female,22,Cash
CUS-28034,Male,41,Online
CUS-28035,Male,38,Online
CUS-28036,Male,41,Online
CUS-28037,Female,25,Cash
CUS-28038,Female,21,Card
CUS-28039,Female,31,Online
CUS-28040,Male,31,Cash
CUS-28041,Male,69,Cash
CUS-28042,Male,54,Online
CUS-28043,Male,50,Cash
CUS-28044,Female,19,Card
CUS-28045,Male,47,Online
CUS-28046,Male,22,Card
CUS-28047,Female,66,Online
CUS-28048,Female,24,Cash
CUS-28049,Male,49,Online
CUS-28050,Male,64,Cash
CUS-28051,Male,46,Card
CUS-28052,Female,51,Card
CUS-28053,Female,36,Cash
CUS-28054,Female,27,Card
CUS-28055,Female,23,Online
CUS-28056,Female,62,Card
CUS-28057,Female,26,Online
CUS-28058,Female,46,Online
CUS-28059,Male,20,Online
CUS-28060,Male,37,Online
CUS-28061,Male,48,Online
CUS-28062,Female,49,Cash
CUS-28063,Male,63,Cash
CUS-28064,Male,56,Card
CUS-28065,Female,69,Online
CUS-28066,Female,36,Card
CUS-28067,Female,24,Online
CUS-28068,Female,55,Cash
CUS-28069,Female,69,Online
CUS-28070,Male,39,Cash
CUS-28071,Female,70,Online
CUS-28072,Male,57,Cash
CUS-28073,Male,37,Online
CUS-28074,Female,47,Cash
CUS-28075,Male,44,Online
CUS-28076,Male,24,Online
CUS-28077,Male,53,Online
CUS-28078,Male,22,Online
CUS-28079,Male,41,Cash
CUS-28080,Female,69,Online
CUS-28081,Male,26,Online
CUS-28082,Female,30,Card
CUS-28083,Female,60,Cash
CUS-28084,Male,28,Card
CUS-28085,Female,54,Cash
CUS-28086,Female,46,Card
CUS-28087,Female,56,Card
CUS-28088,Male,27,Card
CUS-28089,Male,36,Online
CUS-28090,Male,62,Cash
CUS-28091,Female,55,Online
CUS-28092,Female,45,Online
CUS-28093,Female,18,Card
CUS-28094,Male,52,Online
CUS-28095,Female,67,Card
CUS-28096,Male,56,Cash
CUS-28097,Female,59,Card
CUS-28098,Male,65,Card
CUS-28099,Male,51,Card
CUS-28100,Male,23,Online
CUS-28101,Male,50,Online
CUS-28102,Male,43,Card
CUS-28103,Female,65,Cash
CUS-28104,Female,54,Online
CUS-28105,Male,42,Card
CUS-28106,Female,49,Card
CUS-28107,Female,53,Online
CUS-28108,Male,18,Online
CUS-28109,Male,66,Card
CUS-28110,Female,60,Card
CUS-28111,Female,59,Online
CUS-28112,Male,26,Card
CUS-28113,Male,27,Online
CUS-28114,Female,39,Online
CUS-28115,Female,42,Card
CUS-28116,Male,66,Online
CUS-28117,Male,64,Online
CUS-28118,Female,40,Card
CUS-28119,Male,65,Online
CUS-28120,Female,60,Card
CUS-28121,Female,49,Online
CUS-28122,Female,30,Online
CUS-28123,Female,38,Card
CUS-28124,Female,45,Cash
CUS-28125,Male,27,Cash
CUS-28126,Female,62,Card
CUS-28127,Female,56,Online
CUS-28128,Female,18,Online
CUS-28129,Male,44,Online
CUS-28130,Female,37,Cash
CUS-28131,Male,29,Cash
CUS-28132,Male,43,Cash
CUS-28133,Female,59,Cash
CUS-28134,Female,58,Card
CUS-28135,Female,29,Cash
CUS-28136,Female,51,Cash
CUS-28137,Male,46,Online
CUS-28138,Female,21,Card
CUS-28139,Male,57,Online
CUS-28140,Female,22,Card
CUS-28141,Female,23,Cash
CUS-28142,Female,32,Online
CUS-28143,Male,53,Card
CUS-28144,Female,68,Card
CUS-28145,Female,42,Card
CUS-28146,Female,56,Card
CUS-28147,Female,45,Card
CUS-28148,Female,46,Card
CUS-28149,Female,49,Card
CUS-28150,Female,53,Cash
CUS-28151,Male,28,Online
CUS-28152,Male,21,Cash
CUS-28153,Male,46,Online
CUS-28154,Female,47,Online
CUS-28155,Female,51,Online
CUS-28156,Female,39,Cash
CUS-28157,Female,54,Cash
CUS-28158,Female,18,Cash
CUS-28159,Male,32,Card
CUS-28160,Female,19,Cash
CUS-28161,Male,55,Card
CUS-28162,Male,54,Online
CUS-28163,Female,27,Online
CUS-28164,Male,21,Online
CUS-28165,Female,67,Card
CUS-28166,Female,29,Online
CUS-28167,Female,70,Cash
CUS-28168,Female,69,Online
CUS-28169,Male,62,Cash
CUS-28170,Female,42,Online
CUS-28171,Male,51,Online
CUS-28172,Male,54,Cash
CUS-28173,Male,36,Online
CUS-28174,Female,53,Card
CUS-28175,Female,44,Cash
CUS-28176,Male,48,Online
CUS-28177,Male,64,Card
CUS-28178,Male,41,Cash
CUS-28179,Male,41,Cash
CUS-28180,Male,68,Online
CUS-28181,Male,61,Card
CUS-28182,Male,34,Online
CUS-28183,Male,37,Cash
CUS-28184,Male,42,Cash
CUS-28185,Male,49,Online
CUS-28186,Male,21,Cash
CUS-28187,Female,31,Card
CUS-28188,Male,34,Card
CUS-28189,Male,28,Card
CUS-28190,Female,67,Card
CUS-28191,Male,48,Card
CUS-28192,Female,28,Online
CUS-28193,Male,62,Card
CUS-28194,Male,37,Online
CUS-28195,Male,21,Card
CUS-28196,Male,20,Online
CUS-28197,Female,67,Online
CUS-28198,Female,19,Cash
CUS-28199,Female,62,Cash
CUS-28200,Male,58,Cash
CUS-28201,Female,32,Cash
CUS-28202,Male,38,Cash
CUS-28203,Female,70,Card
CUS-28204,Male,40,Card
CUS-28205,Male,30,Online
CUS-28206,Male,60,Cash
CUS-28207,Male,44,Card
CUS-28208,Female,64,Online
CUS-28209,Female,47,Cash
CUS-28210,Female,46,Card
CUS-28211,Male,31,Cash
CUS-28212,Female,40,Card
CUS-28213,Female,66,Online
CUS-28214,Female,21,Online
CUS-28215,Male,52,Card
CUS-28216,Male,69,Online
CUS-28217,Female,65,Online
CUS-28218,Male,56,Card
CUS-28219,Female,28,Card
CUS-28220,Female,30,Cash
CUS-28221,Male,49,Cash
CUS-28222,Female,52,Card
CUS-28223,Male,23,Online
CUS-28224,Female,31,Card
CUS-28225,Male,70,Card
CUS-28226,Male,69,Cash
CUS-28227,Female,60,Cash
CUS-28228,Male,46,Online
CUS-28229,Female,42,Online
CUS-28230,Female,47,Online
CUS-28231,Female,23,Card
CUS-28232,Male,39,Card
CUS-28233,Female,30,Card
CUS-28234,Male,51,Cash
CUS-28235,Female,56,Card
CUS-28236,Male,21,Card
CUS-28237,Male,28,Cash
CUS-28238,Female,38,Online
CUS-28239,Female,47,Online
CUS-28240,Male,63,Cash
CUS-28241,Male,32,Online
CUS-28242,Female,30,Card
CUS-28243,Male,23,Online
CUS-28244,Male,53,Card
CUS-28245,Male,22,Cash
CUS-28246,Female,60,Cash
CUS-28247,Female,33,Online
CUS-28248,Male,55,Online
CUS-28249,Male,22,Online
CUS-28250,Female,44,Card
CUS-28251,Female,22,Online
CUS-28252,Female,23,Online
CUS-28253,Female,57,Card
CUS-28254,Male,38,Cash
CUS-28255,Female,62,Online
CUS-28256,Female,25,Cash
CUS-28257,Male,24,Card
CUS-28258,Male,46,Card
CUS-28259,Male,60,Online
CUS-28260,Female,48,Card
CUS-28261,Female,63,Card
CUS-28262,Female,67,Cash
CUS-28263,Male,25,Online
CUS-28264,Male,67,Card
CUS-28265,Female,66,Cash
CUS-28266,Female,48,Cash
CUS-28267,Female,52,Cash
CUS-28268,Male,26,Card
CUS-28269,Female,70,Online
CUS-28270,Female,27,Cash
CUS-28271,Female,52,Cash
CUS-28272,Male,54,Cash
CUS-28273,Male,22,Online
CUS-28274,Female,57,Online
CUS-28275,Male,37,Card
CUS-28276,Male,25,Card
CUS-28277,Male,33,Cash
CUS-28278,Male,55,Cash
CUS-28279,Female,51,Online
CUS-28280,Female,61,Cash
CUS-28281,Female,47,Online
CUS-28282,Male,68,Online
CUS-28283,Male,37,Online
CUS-28284,Female,61,Cash
CUS-28285,Male,18,Card
CUS-28286,Male,62,Card
CUS-28287,Female,22,Card
CUS-28288,Male,42,Card
CUS-28289,Female,41,Online
CUS-28290,Female,24,Online
CUS-28291,Male,62,Online
CUS-28292,Male,66,Cash
CUS-28293,Female,35,Card
CUS-28294,Female,35,Cash
CUS-28295,Female,60,Online
CUS-28296,Female,63,Cash
CUS-28297,Female,56,Card
CUS-28298,Male,64,Cash
CUS-28299,Male,35,Cash
CUS-28300,Female,52,Cash
CUS-28301,Male,56,Online
CUS-28302,Female,39,Online
CUS-28303,Female,39,Cash
CUS-28304,Male,54,Online
CUS-28305,Female,38,Online
CUS-28306,Male,34,Cash
CUS-28307,Male,34,Online
CUS-28308,Female,58,Online
CUS-28309,Male,50,Card
CUS-28310,Female,50,Cash
CUS-28311,Female,22,Online
CUS-28312,Female,59,Cash
CUS-28313,Female,19,Cash
CUS-28314,Male,62,Cash
CUS-28315,Male,56,Card
CUS-28316,Female,41,Card
CUS-28317,Male,21,Cash
CUS-28318,Female,54,Online
CUS-28319,Female,32,Cash
CUS-28320,Male,46,Cash
CUS-28321,Male,19,Online
CUS-28322,Female,65,Cash
CUS-28323,Female,51,Cash
CUS-28324,Male,26,Online
CUS-28325,Female,20,Online
CUS-28326,Female,28,Card
CUS-28327,Female,69,Cash
CUS-28328,Male,63,Online
CUS-28329,Female,67,Card
CUS-28330,Male,60,Online
CUS-28331,Male,54,Card
CUS-28332,Female,49,Card
CUS-28333,Male,68,Cash
CUS-28334,Female,69,Online
CUS-28335,Female,48,Online
CUS-28336,Female,65,Cash
CUS-28337,Male,64,Cash
CUS-28338,Female,42,Card
CUS-28339,Female,53,Online
CUS-28340,Female,32,Online
CUS-28341,Male,36,Card
CUS-28342,Female,31,Card
CUS-28343,Female,55,Card
CUS-28344,Male,31,Card
CUS-28345,Male,32,Card
CUS-28346,Male,50,Card
CUS-28347,Female,43,Online
CUS-28348,Male,26,Online
CUS-28349,Female,67,Cash
CUS-28350,Male,27,Card
CUS-28351,Female,35,Card
CUS-28352,Female,62,Online
CUS-28353,Male,32,Online
CUS-28354,Female,70,Online
CUS-28355,Female,67,Online
CUS-28356,Male,56,Cash
CUS-28357,Male,29,Card
CUS-28358,Male,18,Online
CUS-28359,Male,26,Card
CUS-28360,Male,63,Online
CUS-28361,Female,51,Online
CUS-28362,Female,33,Card
CUS-28363,Male,55,Card
CUS-28364,Male,54,Online
CUS-28365,Female,66,Cash
CUS-28366,Female,36,Online
CUS-28367,Male,66,Card
CUS-28368,Male,39,Card
CUS-28369,Female,37,Cash
CUS-28370,Male,52,Card
CUS-28371,Female,49,Card
CUS-28372,Male,58,Card
CUS-28373,Male,22,Cash
CUS-28374,Male,33,Card
CUS-28375,Female,31,Online
CUS-28376,Male,60,Card
CUS-28377,Male,60,Online
CUS-28378,Male,60,Cash
CUS-28379,Female,36,Online
CUS-28380,Female,34,Card
CUS-28381,Male,43,Card
CUS-28382,Male,41,Cash
CUS-28383,Female,33,Online
CUS-28384,Female,48,Cash
CUS-28385,Female,51,Cash
CUS-28386,Female,65,Card
CUS-28387,Female,29,Online
CUS-28388,Female,66,Online
CUS-28389,Female,24,Card
CUS-28390,Female,23,Card
CUS-28391,Female,32,Cash
CUS-28392,Female,35,Cash
CUS-28393,Female,19,Cash
CUS-28394,Male,48,Online
CUS-28395,Male,19,Online
CUS-28396,Male,64,Card
CUS-28397,Female,19,Cash
CUS-28398,Female,66,Card
CUS-28399,Male,43,Cash
CUS-28400,Female,54,Online
CUS-28401,Female,67,Card
CUS-28402,Male,19,Cash
CUS-28403,Female,42,Card
CUS-28404,Male,43,Card
CUS-28405,Female,68,Cash
CUS-28406,Female,50,Online
CUS-28407,Female,63,Cash
CUS-28408,Male,32,Cash
CUS-28409,Female,68,Cash
CUS-28410,Female,22,Online
CUS-28411,Female,22,Online
CUS-28412,Female,61,Card
CUS-28413,Male,52,Card
CUS-28414,Female,59,Card
CUS-28415,Female,60,Cash
CUS-28416,Female,56,Cash
CUS-28417,Female,41,Card
CUS-28418,Male,69,Online
CUS-28419,Female,50,Card
CUS-28420,Female,52,Card
CUS-28421,Male,18,Cash
CUS-28422,Male,40,Cash
CUS-28423,Male,43,Card
CUS-28424,Female,59,Cash
CUS-28425,Female,19,Card
CUS-28426,Male,26,Online
CUS-28427,Male,29,Online
CUS-28428,Female,18,Cash
CUS-28429,Female,50,Card
CUS-28430,Male,44,Cash
CUS-28431,Male,65,Online
CUS-28432,Female,34,Cash
CUS-28433,Male,65,Cash
CUS-28434,Male,59,Card
CUS-28435,Male,49,Card
CUS-28436,Male,63,Card
CUS-28437,Male,33,Cash
CUS-28438,Male,25,Online
CUS-28439,Female,48,Card
CUS-28440,Male,26,Online
CUS-28441,Female,21,Card
CUS-28442,Female,28,Card
CUS-28443,Male,32,Online
CUS-28444,Female,52,Card
CUS-28445,Male,49,Cash
CUS-28446,Female,30,Cash
CUS-28447,Female,57,Cash
CUS-28448,Male,31,Card
CUS-28449,Female,29,Cash
CUS-28450,Female,40,Online
CUS-28451,Male,65,Cash
CUS-28452,Female,50,Card
CUS-28453,Male,28,Online
CUS-28454,Female,32,Cash
CUS-28455,Male,22,Cash
CUS-28456,Male,45,Card
CUS-28457,Male,44,Cash
CUS-28458,Male,35,Card
CUS-28459,Female,37,Cash
CUS-28460,Female,28,Card
CUS-28461,Male,55,Online
CUS-28462,Male,18,Cash
CUS-28463,Male,49,Cash
CUS-28464,Male,35,Cash
CUS-28465,Female,44,Cash
CUS-28466,Female,57,Card
CUS-28467,Male,52,Online
CUS-28468,Female,39,Card
CUS-28469,Male,44,Online
CUS-28470,Male,44,Card
CUS-28471,Female,24,Online
CUS-28472,Female,67,Card
CUS-28473,Male,59,Card
CUS-28474,Male,55,Card
CUS-28475,Male,50,Cash
CUS-28476,Male,24,Online
CUS-28477,Male,29,Cash
CUS-28478,Female,62,Cash
CUS-28479,Female,30,Cash
CUS-28480,Male,63,Card
CUS-28481,Female,47,Card
CUS-28482,Male,60,Cash
CUS-28483,Female,19,Card
CUS-28484,Female,62,Card
CUS-28485,Female,33,Cash
CUS-28486,Female,32,Online
CUS-28487,Female,43,Cash
CUS-28488,Female,48,Card
CUS-28489,Female,39,Online
CUS-28490,Male,65,Card
CUS-28491,Female,69,Online
CUS-28492,Male,37,Card
CUS-28493,Female,52,Card
CUS-28494,Female,58,Online
CUS-28495,Male,63,Online
CUS-28496,Female,40,Online
CUS-28497,Male,19,Online
CUS-28498,Male,57,Online
CUS-28499,Female,31,Card
CUS-28500,Male,51,Card
CUS-28501,Male,21,Online
CUS-28502,Female,58,Online
CUS-28503,Male,57,Online
CUS-28504,Male,66,Card
CUS-28505,Male,31,Card
CUS-28506,Female,68,Online
CUS-28507,Male,36,Card
CUS-28508,Female,21,Cash
CUS-28509,Female,61,Cash
CUS-28510,Male,29,Card
CUS-28511,Female,54,Online
CUS-28512,Male,40,Card
CUS-28513,Male,62,Card
CUS-28514,Female,70,Online
CUS-28515,Female,35,Card
CUS-28516,Female,58,Cash
CUS-28517,Male,43,Cash
CUS-28518,Female,20,Online
CUS-28519,Male,33,Online
CUS-28520,Male,44,Card
CUS-28521,Male,49,Cash
CUS-28522,Female,45,Online
CUS-28523,Female,44,Card
CUS-28524,Female,65,Card
CUS-28525,Male,69,Card
CUS-28526,Female,31,Card
CUS-28527,Male,29,Card
CUS-28528,Female,45,Online
CUS-28529,Female,64,Card
CUS-28530,Female,29,Card
CUS-28531,Male,47,Card
CUS-28532,Male,66,Cash
CUS-28533,Male,54,Online
CUS-28534,Female,46,Card
CUS-28535,Male,51,Card
CUS-28536,Male,36,Online
CUS-28537,Male,62,Card
CUS-28538,Male,28,Cash
CUS-28539,Male,49,Online
CUS-28540,Male,33,Online
CUS-28541,Male,33,Cash
CUS-28542,Male,38,Online
CUS-28543,Male,25,Card
CUS-28544,Female,50,Card
CUS-28545,Female,65,Cash
CUS-28546,Male,46,Cash
CUS-28547,Male,69,Card
CUS-28548,Female,60,Online
CUS-28549,Female,54,Cash
CUS-28550,Female,52,Cash
CUS-28551,Male,52,Card
CUS-28552,Male,45,Card
CUS-28553,Male,48,Card
CUS-28554,Male,29,Online
CUS-28555,Female,39,Cash
CUS-28556,Female,56,Online
CUS-28557,Female,66,Card
CUS-28558,Female,37,Cash
CUS-28559,Female,21,Online
CUS-28560,Female,57,Card
CUS-28561,Female,54,Online
CUS-28562,Female,33,Card
CUS-28563,Male,63,Card
CUS-28564,Female,22,Cash
CUS-28565,Female,46,Card
CUS-28566,Female,67,Online
CUS-28567,Female,61,Online
CUS-28568,Male,48,Cash
CUS-28569,Male,35,Online
CUS-28570,Male,22,Online
CUS-28571,Female,70,Cash
CUS-28572,Female,65,Cash
CUS-28573,Female,43,Online
CUS-28574,Female,23,Card
CUS-28575,Female,57,Online
CUS-28576,Female,66,Cash
CUS-28577,Female,26,Card
CUS-28578,Female,40,Card
CUS-28579,Male,20,Cash
CUS-28580,Female,24,Cash
CUS-28581,Female,55,Card
CUS-28582,Male,39,Online
CUS-28583,Female,54,Online
CUS-28584,Male,37,Card
CUS-28585,Female,59,Card
CUS-28586,Male,65,Online
CUS-28587,Male,28,Card
CUS-28588,Female,48,Cash
CUS-28589,Male,62,Cash
CUS-28590,Female,57,Online
CUS-28591,Female,68,Online
CUS-28592,Female,21,Card
CUS-28593,Female,62,Cash
CUS-28594,Male,27,Card
CUS-28595,Male,39,Online
CUS-28596,Male,30,Card
CUS-28597,Male,70,Online
CUS-28598,Male,36,Online
CUS-28599,Male,45,Online
CUS-28600,Male,43,Card
CUS-28601,Female,44,Cash
CUS-28602,Male,37,Online
CUS-28603,Female,47,Online
CUS-28604,Male,20,Online
CUS-28605,Female,48,Card
CUS-28606,Male,23,Cash
CUS-28607,Female,51,Card
CUS-28608,Male,40,Cash
CUS-28609,Female,45,Online
CUS-28610,Female,47,Online
CUS-28611,Female,40,Cash
CUS-28612,Female,51,Cash
CUS-28613,Male,59,Cash
CUS-28614,Female,57,Cash
CUS-28615,Female,23,Online
CUS-28616,Female,49,Card
CUS-28617,Female,54,Online
CUS-28618,Female,68,Online
CUS-28619,Female,46,Cash
CUS-28620,Female,59,Card
CUS-28621,Female,21,Cash
CUS-28622,Male,44,Online
CUS-28623,Female,34,Cash
CUS-28624,Female,41,Online
CUS-28625,Female,26,Cash
CUS-28626,Female,27,Card
CUS-28627,Female,18,Online
CUS-28628,Male,31,Card
CUS-28629,Female,63,Cash
CUS-28630,Female,27,Card
CUS-28631,Male,70,Cash
CUS-28632,Male,68,Cash
CUS-28633,Female,53,Card
CUS-28634,Female,61,Cash
CUS-28635,Male,25,Online
CUS-28636,Female,53,Online
CUS-28637,Male,25,Cash
CUS-28638,Male,68,Card
CUS-28639,Female,59,Online
CUS-28640,Female,33,Online
CUS-28641,Female,23,Cash
CUS-28642,Male,25,Card
